live_id,species,user_id,user_name,gender,time,content,label
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:46,给我退运费,0
elslk001,美食饮料,111111.0,黄***,女,2025/4/17 19:47,好吃,1
elslk001,美食饮料,111111.0,闲***,女,2025/4/17 19:47,新疆人????,0
elslk001,美食饮料,111111.0,知***,女,2025/4/17 19:47,有巧克力酱吗,1
elslk001,美食饮料,111111.0,秒***,女,2025/4/17 19:47,混合糖有吗,1
elslk001,美食饮料,111111.0,顺***,女,2025/4/17 19:47,都是进口的吗已拍了几款[比心][比心][比心],1
elslk001,美食饮料,111111.0,舞***,女,2025/4/17 19:47,巧克力:,1
elslk001,美食饮料,111111.0,孤***,女,2025/4/17 19:47,好吃不,1
elslk001,美食饮料,111111.0,倔***,女,2025/4/17 19:47,好吧再来一单,0
elslk001,美食饮料,111111.0,澄***,女,2025/4/17 19:47,鼻子尖上的是巧克力吗,0
elslk001,美食饮料,3507870000000000.0,柯罗文,男,2025/4/17 19:47,"@***亲,是原包装进口的产品",0
elslk001,美食饮料,111111.0,吴***,女,2025/4/17 19:47,是原装的吧,1
elslk001,美食饮料,111111.0,顺***,女,2025/4/17 19:47,已拍了4一5款相信你家质量[比心],0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:47,退运费,0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:47,"他的家伙太多了,我上好几次当",0
elslk001,美食饮料,111111.0,吴***,女,2025/4/17 19:47,原装的吗?,1
elslk001,美食饮料,111111.0,闲***,女,2025/4/17 19:47,新疆人吧?????[捂脸][捂脸][捂脸][捂脸],0
elslk001,美食饮料,111111.0,老***,女,2025/4/17 19:48,"我要俄罗斯黑熊,你能上架吗?",0
elslk001,美食饮料,111111.0,沐***,女,2025/4/17 19:48,没问题,0
elslk001,美食饮料,111111.0,F***,女,2025/4/17 19:48,有卡比龙吗,1
elslk001,美食饮料,111111.0,独***,女,2025/4/17 19:48,上点好吃的饼干,1
elslk001,美食饮料,111111.0,顺***,女,2025/4/17 19:48,都是进口的吗拍了几个款[比心][比心][比心],1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:48,巳拍2单,0
elslk001,美食饮料,111111.0,吒***,女,2025/4/17 19:48,推歀巧克力,1
elslk001,美食饮料,111111.0,妙***,女,2025/4/17 19:48,太漂亮了!中文说的真棒![玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],0
elslk001,美食饮料,111111.0,一***,女,2025/4/17 19:48,有AK不[呲牙][呲牙][呲牙],0
elslk001,美食饮料,111111.0,多***,女,2025/4/17 19:48,"包装啥样,是中文吗",1
elslk001,美食饮料,111111.0,成***,女,2025/4/17 19:48,"2好吃,兄弟",0
elslk001,美食饮料,111111.0,玉***,女,2025/4/17 19:48,已拍巧克力糖,0
elslk001,美食饮料,111111.0,清***,女,2025/4/17 19:48,水果糖和你的不一样,0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:48,已拍加急,0
elslk001,美食饮料,111111.0,京***,女,2025/4/17 19:48,拆的这么多都吃了没,0
elslk001,美食饮料,111111.0,马***,女,2025/4/17 19:48,没问题很好吃我买过很多次了[爱心],0
elslk001,美食饮料,111111.0,向***,女,2025/4/17 19:48,"你家东西都很好,我都回购好几次",0
elslk001,美食饮料,111111.0,诺***,女,2025/4/17 19:48,俄罗斯的巧克了饼干奶粉等等好吃,1
elslk001,美食饮料,111111.0,航***,女,2025/4/17 19:48,俄罗斯还产可可?,0
elslk001,美食饮料,111111.0,轰***,女,2025/4/17 19:48,"有没有纯黑巧克力,不加糖的,我减肥,不能吃别的",1
elslk001,美食饮料,111111.0,俏***,女,2025/4/17 19:48,有麦片吗?,1
elslk001,美食饮料,111111.0,顺***,女,2025/4/17 19:48,都是进口的吗已拍了几个款[比心][比心][比心][比心][比心][比心],1
elslk001,美食饮料,111111.0,是***,女,2025/4/17 19:48,"这个之前买过,味道不错",0
elslk001,美食饮料,111111.0,杜***,女,2025/4/17 19:48,好吃吗主播你能吃一个我看看吗,1
elslk001,美食饮料,111111.0,龙***,女,2025/4/17 19:48,喀秋莎,0
elslk001,美食饮料,111111.0,成***,女,2025/4/17 19:48,2好吃,1
elslk001,美食饮料,111111.0,梦***,女,2025/4/17 19:48,24号还有吗,1
elslk001,美食饮料,111111.0,王***,女,2025/4/17 19:48,没问题太好吃了,1
elslk001,美食饮料,111111.0,C***,女,2025/4/17 19:48,第一次来推荐哪个,1
elslk001,美食饮料,111111.0,你***,女,2025/4/17 19:48,"不用这么拘束,穿个短袖就行了,俄罗斯兄弟",0
elslk001,美食饮料,111111.0,独***,女,2025/4/17 19:48,上点饼干,1
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 19:49,"确实没问题,我也是买过好多次了,挺好[呲牙]",1
elslk001,美食饮料,111111.0,小***,女,2025/4/17 19:49,主播来中国是干嘛的?,0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:49,啥子东东,0
elslk001,美食饮料,111111.0,(***,女,2025/4/17 19:49,你们这里怎么没有提拉米苏?,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:49,亲您好：有牙膏吗?,1
elslk001,美食饮料,111111.0,到***,女,2025/4/17 19:49,普通话比我好[害羞],0
elslk001,美食饮料,111111.0,小***,女,2025/4/17 19:49,在南方拆开会不会受潮,1
elslk001,美食饮料,111111.0,徐***,女,2025/4/17 19:49,混合装的有吗,1
elslk001,美食饮料,111111.0,A***,女,2025/4/17 19:49,期待一下三号链接,1
elslk001,美食饮料,111111.0,妙***,女,2025/4/17 19:49,你是中国俄罗斯族人吧?,0
elslk001,美食饮料,111111.0,雨***,女,2025/4/17 19:49,你的中文比我说的都标准[赞][赞][赞],0
elslk001,美食饮料,111111.0,襟***,女,2025/4/17 19:49,把你上架,0
elslk001,美食饮料,111111.0,咖***,女,2025/4/17 19:49,黑巧有吗?,1
elslk001,美食饮料,111111.0,ζ***,女,2025/4/17 19:50,你把中国农业放哪了?,0
elslk001,美食饮料,111111.0,沐***,女,2025/4/17 19:50,主播优秀[666][666],0
elslk001,美食饮料,111111.0,冰***,女,2025/4/17 19:50,吃了会发胖吗,1
elslk001,美食饮料,111111.0,马***,女,2025/4/17 19:50,一会儿还会上,0
elslk001,美食饮料,111111.0,车***,女,2025/4/17 19:50,这普通话说得可以,0
elslk001,美食饮料,111111.0,吴***,女,2025/4/17 19:50,感觉都是卡路里,0
elslk001,美食饮料,111111.0,耕***,女,2025/4/17 19:50,有羚羊角吗,1
elslk001,美食饮料,111111.0,马***,女,2025/4/17 19:50,有提拉米苏,0
elslk001,美食饮料,111111.0,雙***,女,2025/4/17 19:50,血糖高可以吃吗,1
elslk001,美食饮料,111111.0,ζ***,女,2025/4/17 19:50,农业没有对手???,0
elslk001,美食饮料,111111.0,楼***,女,2025/4/17 19:50,俄罗斯有没有抽脂技术,0
elslk001,美食饮料,111111.0,多***,女,2025/4/17 19:51,卖点紫金呀,1
elslk001,美食饮料,111111.0,好***,女,2025/4/17 19:51,主播能不能卖俄罗斯荞麦汁?,1
elslk001,美食饮料,111111.0,襟***,女,2025/4/17 19:51,买2包不可以吗,1
elslk001,美食饮料,111111.0,努***,女,2025/4/17 19:51,脆的还是软的,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:51,退运费,0
elslk001,美食饮料,111111.0,努***,女,2025/4/17 19:51,是脆的还是软的,1
elslk001,美食饮料,111111.0,千***,女,2025/4/17 19:51,有一说一2号不错,1
elslk001,美食饮料,111111.0,蔷***,女,2025/4/17 19:51,晚上好,0
elslk001,美食饮料,111111.0,岁***,女,2025/4/17 19:51,有点尾音不错,0
elslk001,美食饮料,111111.0,艾***,女,2025/4/17 19:51,"吃过,在你这儿买的[捂脸]",0
elslk001,美食饮料,111111.0,黄***,女,2025/4/17 19:51,好不好硬,0
elslk001,美食饮料,111111.0,吴***,女,2025/4/17 19:51,吃了血糖会不会爆表,1
elslk001,美食饮料,111111.0,川***,女,2025/4/17 19:51,"市面上真真假假,很多东西到底哪些才是俄罗斯的正牌品?",0
elslk001,美食饮料,111111.0,…***,女,2025/4/17 19:51,看看饼干,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:51,在哪直播,0
elslk001,美食饮料,111111.0,老***,女,2025/4/17 19:51,中文配料表?,0
elslk001,美食饮料,111111.0,彭***,女,2025/4/17 19:51,"有一说一,好吃,也贼干,不来点水第二块都下不去[捂脸]",0
elslk001,美食饮料,111111.0,新***,女,2025/4/17 19:51,这是什么,1
elslk001,美食饮料,111111.0,老***,女,2025/4/17 19:51,中文配料表?????,0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:51,发货地,1
elslk001,美食饮料,111111.0,瑛***,女,2025/4/17 19:52,再上一点光头饼吧!,1
elslk001,美食饮料,111111.0,暖***,女,2025/4/17 19:52,中文不错,0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:52,满头大汗放松不用那么紧绷着,0
elslk001,美食饮料,111111.0,沐***,女,2025/4/17 19:52,都是吃的,0
elslk001,美食饮料,111111.0,已***,女,2025/4/17 19:52,这么大的巧克力呀,0
elslk001,美食饮料,111111.0,荣***,女,2025/4/17 19:52,产地是哪里?,1
elslk001,美食饮料,111111.0,影***,女,2025/4/17 19:52,脂肪高吗减肥可以吃吗,1
elslk001,美食饮料,111111.0,爱***,女,2025/4/17 19:52,"今天刚收到2号,确实不错",0
elslk001,美食饮料,111111.0,兰***,女,2025/4/17 19:52,"好像整个欧洲都种不了可可豆吧,但是人家吃巧克力啊,他们应该是世界上最大的可可豆进口国",0
elslk001,美食饮料,111111.0,刘***,女,2025/4/17 19:52,巧克力好,1
elslk001,美食饮料,111111.0,喜***,女,2025/4/17 19:52,普通话还牛的很,0
elslk001,美食饮料,111111.0,广***,女,2025/4/17 19:52,这是啥,1
elslk001,美食饮料,111111.0,你***,女,2025/4/17 19:52,无糖威化,1
elslk001,美食饮料,111111.0,深***,女,2025/4/17 19:52,流心巧克力,1
elslk001,美食饮料,111111.0,水***,女,2025/4/17 19:52,没有下午茶,0
elslk001,美食饮料,111111.0,姜***,女,2025/4/17 19:52,有夹心巧克力吗?,1
elslk001,美食饮料,111111.0,你***,女,2025/4/17 19:52,无糖威化日期好吗,1
elslk001,美食饮料,111111.0,春***,女,2025/4/17 19:52,说一下里面的成分,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:52,已拍1单,1
elslk001,美食饮料,111111.0,蔷***,女,2025/4/17 19:52,上次买的巧克力很好吃,0
elslk001,美食饮料,111111.0,吴***,女,2025/4/17 19:53,保质期多长,1
elslk001,美食饮料,111111.0,已***,女,2025/4/17 19:53,太优惠了吧,1
elslk001,美食饮料,111111.0,橙***,女,2025/4/17 19:53,再来点吧,1
elslk001,美食饮料,111111.0,荣***,女,2025/4/17 19:53,麻溜的上车,0
elslk001,美食饮料,111111.0,静***,女,2025/4/17 19:53,黑巧克力,1
elslk001,美食饮料,111111.0,我***,女,2025/4/17 19:53,我看到介绍页面配料有人造奶油?,0
elslk001,美食饮料,111111.0,橙***,女,2025/4/17 19:53,强光辣,0
elslk001,美食饮料,111111.0,H***,女,2025/4/17 19:53,"有没有招英语卖货主播的,我想买我们中国的美食[捂脸]",0
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 19:53,"对对对,提拉米苏",0
elslk001,美食饮料,111111.0,已***,女,2025/4/17 19:53,产地是哪里的呢?,1
elslk001,美食饮料,111111.0,小***,女,2025/4/17 19:53,这个是啥,1
elslk001,美食饮料,111111.0,C***,女,2025/4/17 19:53,"满头大汗,很热吗?",0
elslk001,美食饮料,111111.0,兰***,女,2025/4/17 19:53,主播学了8年的中文比我还标准[捂脸],0
elslk001,美食饮料,111111.0,月***,女,2025/4/17 19:53,会不会硬,1
elslk001,美食饮料,111111.0,无***,女,2025/4/17 19:54,买了几款,0
elslk001,美食饮料,111111.0,京***,女,2025/4/17 19:54,牛肉干,1
elslk001,美食饮料,111111.0,秋***,女,2025/4/17 19:54,咖啡有吗,1
elslk001,美食饮料,111111.0,京***,女,2025/4/17 19:54,牛肉干有吗,1
elslk001,美食饮料,111111.0,↑***,女,2025/4/17 19:54,纯沙棘果汁!!,0
elslk001,美食饮料,111111.0,蝙***,女,2025/4/17 19:54,这老哥热的[捂脸][捂脸],0
elslk001,美食饮料,111111.0,瑛***,女,2025/4/17 19:54,想要光头饼!,1
elslk001,美食饮料,111111.0,喵***,女,2025/4/17 19:54,紫皮糖,1
elslk001,美食饮料,111111.0,沐***,女,2025/4/17 19:54,俄罗斯人不骗俄罗斯人,0
elslk001,美食饮料,111111.0,l***,女,2025/4/17 19:54,"是的,人造奶油",0
elslk001,美食饮料,111111.0,已***,女,2025/4/17 19:54,"哈哈哈,太逗了",0
elslk001,美食饮料,111111.0,平***,女,2025/4/17 19:55,但愿以后永世俄罗斯人不骗中国人![捂脸][捂脸][捂脸],0
elslk001,美食饮料,111111.0,心***,女,2025/4/17 19:55,"这么热,空调开开",0
elslk001,美食饮料,111111.0,W***,女,2025/4/17 19:55,看你热的[捂脸],0
elslk001,美食饮料,111111.0,于***,女,2025/4/17 19:55,9号有福利吗,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:55,儿童奶粉有没有,1
elslk001,美食饮料,111111.0,↑***,女,2025/4/17 19:55,纯沙棘,1
elslk001,美食饮料,111111.0,不***,女,2025/4/17 19:55,咖啡,1
elslk001,美食饮料,3507870000000000.0,柯罗文,男,2025/4/17 19:56,"@漫***亲,是原包装进口的产品",0
elslk001,美食饮料,111111.0,漫***,女,2025/4/17 19:56,"提拉米苏,是原装进口的吗?",1
elslk001,美食饮料,111111.0,智***,女,2025/4/17 19:56,9号上过了吗?,1
elslk001,美食饮料,111111.0,哎***,女,2025/4/17 19:56,产地确保俄罗斯?,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:56,婴儿可以喝吗,1
elslk001,美食饮料,111111.0,圣***,女,2025/4/17 19:56,"我只想主播吹多点空调,每次都热的满头汗,是不给主播开空调吗!",0
elslk001,美食饮料,111111.0,李***,女,2025/4/17 19:56,巧克力,1
elslk001,美食饮料,111111.0,尘***,女,2025/4/17 19:56,味道会不一样吗,1
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 19:56,"主播这么热,穿短袖吧",0
elslk001,美食饮料,111111.0,K***,女,2025/4/17 19:57,普通话这么好的吗,0
elslk001,美食饮料,111111.0,洪***,女,2025/4/17 19:57,已拍加急,0
elslk001,美食饮料,111111.0,韵***,女,2025/4/17 19:57,在俄罗斯吗?还是在中国呀?主播,0
elslk001,美食饮料,111111.0,C***,女,2025/4/17 19:57,哪里发货,1
elslk001,美食饮料,111111.0,辫***,女,2025/4/17 19:57,"滚粗,见一次骂一次",0
elslk001,美食饮料,111111.0,陈***,女,2025/4/17 19:57,糖尿病可以喝这款奶粉吗,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:57,儿童能喝吗?,1
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 19:57,"支持主播穿短袖,太热了宝,换换衣服吧",0
elslk001,美食饮料,3507870000000000.0,柯罗文,男,2025/4/17 19:57,@陈***无糖的,0
elslk001,美食饮料,111111.0,路***,女,2025/4/17 19:58,乌拉喀秋莎,0
elslk001,美食饮料,111111.0,C***,女,2025/4/17 19:58,哪里发货啊,1
elslk001,美食饮料,111111.0,↑***,女,2025/4/17 19:58,纯黑巧克力,1
elslk001,美食饮料,111111.0,用***,女,2025/4/17 19:58,拍一包先试,0
elslk001,美食饮料,111111.0,云***,女,2025/4/17 19:58,5岁小朋友拍那个,1
elslk001,美食饮料,111111.0,徐***,女,2025/4/17 19:58,之前的混合装有吗,1
elslk001,美食饮料,111111.0,喜***,女,2025/4/17 19:58,这个奶粉婴儿能喝不[捂脸],1
elslk001,美食饮料,111111.0,花***,女,2025/4/17 19:58,小块的呢,1
elslk001,美食饮料,111111.0,西***,女,2025/4/17 19:58,老铁中文这么好[赞],0
elslk001,美食饮料,111111.0,睡***,女,2025/4/17 19:58,能不能把你们航母借我们开一下,0
elslk001,美食饮料,111111.0,九***,女,2025/4/17 19:58,"什么味道的,奶味浓郁吗",1
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 19:58,换短袖换短袖[比心],0
elslk001,美食饮料,111111.0,蝙***,女,2025/4/17 19:58,大兄弟开空调呀,0
elslk001,美食饮料,111111.0,森***,女,2025/4/17 19:58,上次巧克力没抢到,0
elslk001,美食饮料,111111.0,否***,女,2025/4/17 19:58,你会看中文吗,0
elslk001,美食饮料,111111.0,韵***,女,2025/4/17 19:58,主播还是中国通啊?,0
elslk001,美食饮料,111111.0,花***,女,2025/4/17 19:58,有没有一块一块的巧克力,1
elslk001,美食饮料,111111.0,尘***,女,2025/4/17 19:58,"主播辛苦了,老板必须加鸡腿",0
elslk001,美食饮料,111111.0,长***,女,2025/4/17 19:58,我在他家买过巧克力确实不错,1
elslk001,美食饮料,111111.0,萍***,女,2025/4/17 19:58,俄罗斯巧克力好好吃[玫瑰],1
elslk001,美食饮料,111111.0,O***,女,2025/4/17 19:59,怕变胖,0
elslk001,美食饮料,111111.0,澜***,女,2025/4/17 19:59,面包上一下,1
elslk001,美食饮料,3507870000000000.0,柯罗文,男,2025/4/17 19:59,@你***有的,0
elslk001,美食饮料,111111.0,你***,女,2025/4/17 19:59,那个香蕉的还有吗?,1
elslk001,美食饮料,111111.0,贝***,女,2025/4/17 19:59,10号饼干看看,1
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 19:59,换短袖吧主播,0
elslk001,美食饮料,111111.0,西***,女,2025/4/17 19:59,你是不是中国人戴了面具,0
elslk001,美食饮料,111111.0,甘***,女,2025/4/17 19:59,主播那里人,0
elslk001,美食饮料,111111.0,卡***,女,2025/4/17 20:00,是不是代可可,1
elslk001,美食饮料,111111.0,小***,女,2025/4/17 20:00,好吃吗?[赞],1
elslk001,美食饮料,111111.0,鎏***,女,2025/4/17 20:00,你家的东西卖的贵啊!,0
elslk001,美食饮料,111111.0,K***,女,2025/4/17 20:00,弄点咖啡啥的,0
elslk001,美食饮料,111111.0,平***,女,2025/4/17 20:00,有奶粉吗,1
elslk001,美食饮料,111111.0,K***,女,2025/4/17 20:01,普通话这么好的吗,0
elslk001,美食饮料,111111.0,过***,女,2025/4/17 20:01,你语文学的很好,0
elslk001,美食饮料,111111.0,l***,女,2025/4/17 20:01,带货文化,0
elslk001,美食饮料,111111.0,容***,女,2025/4/17 20:01,你卖货怎么不试吃,0
elslk001,美食饮料,111111.0,奶***,女,2025/4/17 20:02,别下播了哈哈哈,0
elslk001,美食饮料,111111.0,J***,女,2025/4/17 20:02,有无糖的产品吗,1
elslk001,美食饮料,111111.0,萍***,女,2025/4/17 20:02,下班太早了,0
elslk001,美食饮料,111111.0,绿***,女,2025/4/17 20:02,水果软糖,1
elslk001,美食饮料,111111.0,晓***,女,2025/4/17 20:02,这么多人不下,0
elslk001,美食饮料,111111.0,用***,女,2025/4/17 20:02,"希望别失望,以前在别的直播买奶粉,水水的很淡!!",0
elslk001,美食饮料,111111.0,d***,女,2025/4/17 20:02,有海产品吗?,1
elslk001,美食饮料,111111.0,清***,女,2025/4/17 20:02,喝的有吗?,1
elslk001,美食饮料,111111.0,三***,女,2025/4/17 20:02,18号奶粉有什么区别,1
elslk001,美食饮料,111111.0,J***,女,2025/4/17 20:02,有无糖产品吗,1
elslk001,美食饮料,111111.0,轰***,女,2025/4/17 20:02,紫皮糖,1
elslk001,美食饮料,111111.0,过***,女,2025/4/17 20:02,中俄文化,0
elslk001,美食饮料,111111.0,过***,女,2025/4/17 20:03,你好热吗,0
